Nombre,Marca,Precio,Peso,Volumen,Año de Fabricación,Capacidad de Batería,Resolución,Tipo de Pantalla,Conectividad,Memoria RAM,Almacenamiento,Resistencia al Agua
smart watch,Apple,1587740,3414.058047358023,171.61114598351156,2017,2329.0,,LED,4G,,,None
mouse,Logitech,8739923,5924.898714808721,232.35994187653012,2005,,,,,,,
televisores,TCL,6224760,14363.948243814757,71040.16381247313,2006,,,LCD,,,,
tablet,Amazon,7983638,8147.576049692179,645.2751418433777,2000,7753.0,,,,32GB,256GB,
parlante,JBL,1678343,32667.665606659997,3524.3466953387338,2008,,,,WiFi,,,
celular,Apple,498607,19450.599850920193,385.600744866307,2014,,,,NFC,4GB,1TB,IP67
celular,Apple,3716088,12461.275561066648,170.62711248985147,2001,2519.0,,,4G,8GB,64GB,None
lavadora,Bosch,8211811,17808.80928762011,122440.57336204215,2013,,,,,,,
nevera,Samsung,7124460,1234.6541208885558,259163.24255864182,2010,,,,,,,
parlante,LG,1217275,37171.20403569698,2666.2978414281133,2001,,,,5G,,,
monitor,Dell,1976079,373.63840128896635,9031.847596300064,2020,,,LED,,,,
monitor,HP,357313,43006.45173368841,11222.755824107531,2008,,1080p,LCD,,,,
cargador,Belkin,7542864,1311.242639241581,180.10814347460249,2001,,,,,,,
cpu,AMD,8980036,34118.25675432555,12684.992458107929,2003,,,,,,,
secadora,Samsung,3909411,28101.355476165474,107457.17855954262,2020,,,,,,,
teclado,Microsoft,3886262,25282.204214642374,803.8585028397749,2022,,,,,,,
tablet,Amazon,6950297,22414.58303428768,285.4095421809226,2004,1965.0,,,,16GB,,
celular,Xiaomi,7273113,44369.17616597212,429.03537739635357,2007,,,,,16GB,64GB,IP68
celular,Huawei,5017132,3777.9540030989015,437.1611097185243,2007,,,,,4GB,64GB,
smart watch,Apple,57413,23532.70008208644,99.85906466694144,2020,,,LCD,NFC,,,IP68
laptop,Apple,8842362,14978.046677251281,4986.639632735871,2020,,,LED,NFC,32GB,,
nevera,Whirlpool,8657382,31084.228051733604,253037.64356581867,2013,,,,,,,
cargador,Apple,1515582,17929.74452447801,126.31613025707493,2015,,,,,,,
parlante,LG,1279425,13695.475305045558,4143.818703297498,2011,,,,Bluetooth,,,
laptop,Dell,4850048,41386.0696608076,6321.06629253632,2005,,,LCD,WiFi,16GB,1TB,
parlante,JBL,5113244,15141.93183293227,1512.359635661764,2000,,,,WiFi,,,
audifonos,Sony,3350181,22829.895950580212,205.30552623922014,2007,,,,NFC,,,
smart watch,Apple,986597,9786.189291952629,161.4086653053534,2007,,,LED,Bluetooth,,,
celular,Apple,9914059,17117.68186258595,268.60354826172465,2019,2963.0,,,5G,,256GB,
cpu,IBM,6046175,39919.97335597562,17396.204003586798,2006,,,,,,,
monitor,Samsung,6629775,26772.94595929044,16809.008378318653,2008,,,OLED,,,,
televisores,LG,2168861,46089.629401646,157800.52210515604,2002,,4K,LCD,,,,
teclado,Logitech,7184848,13627.756917148901,2499.1920060787443,2000,,,,,,,
laptop,HP,5696614,17471.7829352676,6121.515580011438,2013,,,,5G,16GB,1TB,
audifonos,Beats,2212366,13214.481421902694,353.99386521135096,2012,,,,5G,,,
cargador,Apple,8797527,25017.893083361134,140.22143363180282,2010,,,,,,,
tablet,Huawei,9644557,49970.39656724903,476.00150343173647,2001,6472.0,,LED,5G,,128GB,
monitor,Samsung,6527217,17901.007480378536,17976.959654165323,2015,,8K,,,,,
mouse,Microsoft,3024538,41355.36032058682,106.40372032721417,2010,,,,,,,
nevera,Whirlpool,9815170,47428.785198008874,262339.0719784658,2022,,,,,,,
laptop,Lenovo,4389888,10130.313276814679,7889.104081048173,2004,2220.0,,OLED,Bluetooth,16GB,64GB,
camara,Panasonic,7205569,646.1887460938511,3049.5758185349073,2006,,,,,,,
televisores,Sony,9802998,10125.82965393066,159146.47624201493,2022,,4K,LED,,,,
parlante,LG,4957517,19845.76830746431,3707.9142964780617,2002,,,,WiFi,,,
mouse,Microsoft,7508233,33515.15958492426,476.872836537806,2002,,,,,,,
teclado,Microsoft,7055637,5449.555706771413,2579.3609532960786,2023,,,,,,,
secadora,Samsung,3727396,41374.939905480845,134455.9582357804,2000,,,,,,,
televisores,TCL,1223570,1998.6855514513543,58342.6060398305,2003,,,OLED,,,,
smart watch,Garmin,708813,27163.435803072316,51.71503548638156,2004,8027.0,,,,,,IP67
nevera,Samsung,408155,11042.822849170134,248760.16922214057,2021,,,,,,,
smart watch,Fitbit,7502754,41561.499341815004,51.01196649262286,2004,,,LCD,NFC,,,
teclado,Corsair,7656446,2551.956940533108,2763.840758379393,2016,,,,,,,
cargador,Anker,6490721,35181.697241819056,115.20771639672638,2015,,,,,,,
nevera,GE,2153355,49003.096724579555,163369.76404378112,2001,,,,,,,
tablet,Amazon,2601936,22091.274374904177,235.05124626983303,2006,6723.0,,LED,WiFi,16GB,,
nevera,LG,9946325,22933.069257087842,162253.82914757758,2016,,,,,,,
lavadora,LG,453870,44664.50429834477,137510.3696382081,2017,,,,,,,
nevera,LG,4662069,8212.684329090625,214432.84718470072,2021,,,,,,,
nevera,LG,6479520,23515.372525179013,166704.42528281925,2018,,,,,,,
monitor,LG,6055247,5646.40526345,5968.20294182045,2001,,8K,,,,,
smart watch,Samsung,4390008,44017.31970370302,53.92096259637118,2023,,,LED,4G,,,IP68
camara,Sony,7246669,9474.912121567286,609.5227668906516,2000,,,,,,,
cargador,Apple,6596795,9296.300536055302,120.83972284154785,2023,,,,,,,
monitor,LG,2345273,28085.24495426446,13128.628315495382,2011,,4K,,,,,
smart watch,Apple,7897128,42915.83095841857,125.71078693599385,2012,3402.0,,LCD,4G,,,IP68
smart watch,Samsung,4445094,20523.47607460719,73.40459797109028,2008,1822.0,,LCD,NFC,,,
parlante,JBL,632491,47592.41298822212,2138.887729110088,2004,,,,WiFi,,,
tablet,Huawei,4298788,1605.4802059384322,623.4529189845266,2000,,,OLED,NFC,,512GB,
cargador,Samsung,2642837,49114.97624677912,77.85186721173271,2011,,,,,,,
cargador,Samsung,1957706,6228.380403261398,128.52930110051318,2016,,,,,,,
cargador,Anker,1171627,16740.607109777186,144.60261459746891,2003,,,,,,,
celular,Apple,408425,27418.417375073073,232.3268287817284,2014,,,,4G,32GB,512GB,IP68
monitor,Samsung,1859998,41731.702960964634,17416.568884561086,2023,,8K,,,,,
smart watch,Apple,4401129,29215.352571565356,166.77096782468175,2005,5397.0,,OLED,4G,,,None
cargador,Apple,7624302,39341.62023635024,148.09931796145398,2008,,,,,,,
laptop,Dell,3666421,3689.559291909254,3340.8869999490116,2019,,,OLED,,32GB,256GB,
televisores,Sony,526464,4534.72679381646,123656.74842284802,2023,,1080p,LED,,,,
laptop,Dell,6256720,43809.69098952505,6533.429647104222,2020,7666.0,,OLED,,32GB,512GB,
audifonos,Sony,7299162,44824.310781391694,418.28588928864434,2014,,,,4G,,,
cpu,AMD,5289976,5317.491870028251,8014.429823376546,2019,,,,,,,
tablet,Samsung,5054305,26649.006467861953,456.3159511068926,2018,5712.0,,OLED,NFC,4GB,,
tablet,Amazon,7055452,31890.649881745954,248.20804201233148,2022,6241.0,,LCD,NFC,32GB,1TB,
monitor,Samsung,1012657,5382.267605182483,11314.007069872117,2011,,8K,LCD,,,,
celular,Xiaomi,9289670,30483.402161400565,246.66193017420466,2000,2497.0,,,Bluetooth,16GB,256GB,IP68
parlante,Bose,845775,33214.31855561382,2704.358658017113,2014,,,,NFC,,,
monitor,Samsung,6057408,19542.94157612314,9722.379921940106,2013,,1080p,LCD,,,,
celular,Samsung,1817355,44809.553857414576,481.93541262292933,2022,,,,WiFi,16GB,512GB,IP67
mouse,Logitech,2688700,1426.2941421572773,448.7197027855101,2015,,,,,,,
celular,Xiaomi,9206120,32210.431782915406,485.0319198582264,2000,,,,4G,4GB,128GB,None
parlante,LG,6079198,7659.738553580613,4207.907514001858,2013,,,,NFC,,,
laptop,Apple,3647616,31998.884236935122,7691.649745009068,2008,,,OLED,WiFi,32GB,512GB,
parlante,LG,3198143,41682.777408621536,2779.5644765000643,2017,,,,NFC,,,
monitor,LG,575216,41834.2192234706,5385.242851782845,2004,,8K,LED,,,,
laptop,Lenovo,7815512,14693.112097227595,4143.542618588701,2019,5422.0,,LCD,NFC,4GB,64GB,
secadora,Samsung,2587674,25075.952998294077,147975.75112223526,2005,,,,,,,
smart watch,Garmin,5042302,49612.03878788225,87.0918193045554,2017,,,OLED,,,,IP68
televisores,TCL,4123689,32245.238981188337,166979.1278233642,2012,,1080p,LED,,,,
mouse,Razer,960497,43760.27918913554,482.0645042350486,2000,,,,,,,
smart watch,Fitbit,6767654,32465.656479268022,69.96804032256694,2015,,,LCD,,,,IP67
smart watch,Garmin,1661228,1149.0482115321415,132.27468575380072,2010,5108.0,,LCD,,,,IP68
laptop,Apple,7648146,12958.293395219787,2763.920261815767,2000,,,LCD,4G,,1TB,
cpu,Qualcomm,8201775,48512.09943553627,6026.819068645298,2018,,,,,,,
mouse,Razer,5749757,47123.4893500589,154.20797125543862,2001,,,,,,,
televisores,Samsung,5031172,34487.36599924014,59993.456956797636,2012,,4K,LCD,,,,
secadora,Bosch,6632196,9065.09897623835,117129.69578285424,2017,,,,,,,
laptop,Dell,7377989,12725.358734014553,6920.694207634457,2004,8581.0,,,,16GB,512GB,
monitor,Dell,6414526,9837.403488951299,7514.894789829539,2005,,,LCD,,,,
parlante,Bose,1758132,47524.99041748942,1698.0140087276538,2019,,,,,,,
lavadora,LG,4725591,33350.720044555135,106749.62940920804,2023,,,,,,,
cargador,Anker,457686,43457.54449237444,91.3365218582945,2010,,,,,,,
nevera,Whirlpool,3161393,6622.763666666266,233702.67155827035,2016,,,,,,,
secadora,LG,610803,27662.821633748503,116471.62737724031,2018,,,,,,,
monitor,LG,1837565,38450.92367231282,17598.839110334542,2020,,,LCD,,,,
smart watch,Apple,3706085,27399.24548746346,110.1620407685562,2009,,,LCD,WiFi,,,None
parlante,Bose,1938169,16342.504926393753,2930.891119523476,2006,,,,Bluetooth,,,
monitor,HP,5235798,23485.705036467927,12006.425245650655,2019,,1080p,LED,,,,
televisores,LG,3638367,43580.0625692849,76330.46772862476,2003,,8K,LCD,,,,
celular,Samsung,7885866,15135.419748783273,433.04903376048196,2017,1569.0,,,5G,8GB,128GB,IP68
nevera,GE,665677,5057.673315396229,256819.78600484732,2016,,,,,,,
laptop,HP,7764782,4175.048162714392,7555.4166631351645,2007,,,OLED,WiFi,16GB,,
cpu,IBM,9239905,38040.456370259875,6741.2161939602875,2004,,,,,,,
smart watch,Samsung,3391001,9159.949293123322,167.1239044702163,2023,8475.0,,LED,NFC,,,IP67
teclado,Microsoft,1529360,455.7274467443222,1957.708493279361,2015,,,,,,,
televisores,LG,3272810,10519.885924645763,105736.97092005532,2005,,1080p,LED,,,,
lavadora,LG,7978753,21899.047604375653,148609.0546609025,2019,,,,,,,
televisores,TCL,7000436,40804.23931325211,183816.16809178368,2001,,4K,LCD,,,,
camara,Canon,3676795,48784.28068842644,3362.1957684159515,2010,,1080p,,,,,
secadora,Samsung,3188447,29114.448998277672,144958.64953065995,2013,,,,,,,
parlante,Sony,5517024,47718.08392592668,1632.0853344096672,2004,,,,Bluetooth,,,
audifonos,Sony,1921516,19936.2035036251,407.5388791313205,2004,,,,Bluetooth,,,
tablet,Amazon,6012505,18593.367624802813,650.7414943950278,2002,2066.0,,,Bluetooth,4GB,1TB,
mouse,HP,1241107,9786.53836923557,198.7997524517735,2013,,,,,,,
cpu,AMD,1993312,22641.961631436316,12967.557996331841,2007,,,,,,,
laptop,Dell,2246630,32664.536502789764,4340.590139257312,2011,,,,5G,4GB,128GB,
monitor,Samsung,4985225,22996.608682710812,13387.995500573441,2000,,8K,OLED,,,,
smart watch,Samsung,4869736,23849.846202474666,65.70007294113714,2008,9842.0,,LED,4G,,,IP68
parlante,LG,560906,30109.76480555635,4318.467164863932,2012,,,,WiFi,,,
lavadora,Samsung,6544121,31595.178355595268,142969.34024311608,2010,,,,,,,
mouse,HP,7575434,47023.6643223698,449.3970201757901,2014,,,,,,,
teclado,Logitech,8605814,6829.799639685129,1358.3934873118862,2015,,,,,,,
nevera,Samsung,8032189,31997.921239361913,171867.5828907885,2002,,,,,,,
nevera,Samsung,3814384,32974.26798373293,212012.30936501775,2002,,,,,,,
smart watch,Samsung,8225472,3463.6432500766564,156.97985588352103,2018,6711.0,,LCD,5G,,,IP67
teclado,Microsoft,9354074,38399.84758499324,989.0304249053387,2000,,,,,,,
monitor,Dell,9445609,49984.26115911867,10582.93626829151,2005,,8K,,,,,
televisores,Samsung,8197082,41492.45883917721,177953.86339376797,2007,,,OLED,,,,
cargador,Apple,2266867,36310.20208374977,125.25301050980875,2010,,,,,,,
parlante,LG,1665151,30862.48742384031,1243.8766117588225,2003,,,,4G,,,
tablet,Huawei,4504200,7675.640065036045,504.86587809221686,2001,,,OLED,,4GB,128GB,
tablet,Apple,243041,33887.48697420323,433.254988285737,2022,5932.0,,LCD,,,1TB,
monitor,Samsung,1489041,45533.38978613755,8666.185588727414,2002,,1080p,LED,,,,
celular,Huawei,6734552,23189.92524430833,278.9878417958254,2014,1317.0,,,,8GB,512GB,IP68
parlante,Bose,4272003,48122.037536223645,3039.8217756637273,2008,,,,5G,,,
laptop,Dell,4843814,3621.140599634867,7076.273951713579,2001,,,,NFC,8GB,512GB,
mouse,HP,6578086,47302.87796474387,279.3257509403721,2019,,,,,,,
nevera,GE,6545647,2158.260376227242,253768.06718074158,2017,,,,,,,
teclado,Microsoft,2757764,40005.45010041287,570.3079835523573,2010,,,,,,,
mouse,Microsoft,4125609,29889.808828964444,247.29952852869812,2022,,,,,,,
smart watch,Garmin,8362262,7257.952160238154,110.23402677088762,2013,,,LED,4G,,,IP67
cargador,Anker,4485748,15901.149429070414,80.09432326793817,2006,,,,,,,
mouse,HP,9894196,29270.37742224979,435.51206418890007,2020,,,,,,,
nevera,Samsung,400127,4337.266022774389,249919.18965272786,2017,,,,,,,
audifonos,Sennheiser,4564113,33225.10996410332,376.19595761620775,2009,,,,4G,,,
laptop,HP,5770498,48579.43134676378,3284.9457594430332,2003,,,,Bluetooth,,64GB,
mouse,Razer,9445268,48870.67061984387,374.9609404260881,2000,,,,,,,
laptop,Apple,5345459,44236.68933982492,5344.772801191886,2008,4010.0,,LCD,4G,,64GB,
celular,Xiaomi,6916855,49279.27258889961,355.5509548549194,2004,,,,5G,4GB,128GB,IP68
camara,Nikon,6776423,2409.075421119578,2933.14929474568,2021,,4K,,,,,
smart watch,Garmin,9529724,35867.70147177468,60.7941557985069,2020,,,LCD,4G,,,None
parlante,JBL,8802431,34654.00101525913,2312.395662820615,2002,,,,Bluetooth,,,
cargador,Samsung,2667964,31663.07455866149,87.34067242966027,2000,,,,,,,
teclado,Microsoft,6124571,13319.93755242834,1708.3276908650944,2021,,,,,,,
parlante,Sony,5509078,7282.710605329442,1059.107949349772,2013,,,,4G,,,
televisores,Samsung,5720193,15042.919344361659,61728.83683926506,2017,,,LCD,,,,
televisores,Samsung,2632001,20902.018457998165,185798.2453667164,2008,,4K,LCD,,,,
monitor,Samsung,1049471,38142.06501648412,13182.963266571478,2011,,8K,,,,,
lavadora,LG,7198158,47882.31068803175,132696.24578687572,2011,,,,,,,
mouse,Razer,2514565,45451.74501267182,319.2093595289396,2010,,,,,,,
televisores,LG,527602,15587.762113183722,160219.01911496205,2014,,4K,,,,,
celular,Xiaomi,161866,39667.29917101998,467.415341349937,2010,3557.0,,,Bluetooth,32GB,128GB,IP68
cargador,Belkin,9216893,734.5836827060227,101.3160129668548,2002,,,,,,,
teclado,Microsoft,608539,8412.11218929389,2539.6468245556343,2007,,,,,,,
laptop,Dell,2108465,29173.919722788512,3573.9224290941775,2016,2949.0,,OLED,WiFi,8GB,1TB,
teclado,Microsoft,7020486,12729.034927994988,1012.1376650395284,2009,,,,,,,
cpu,Intel,7887047,34851.57209539964,14586.510008756382,2021,,,,,,,
televisores,LG,5097146,12234.607929210511,133680.6861382196,2010,,,LCD,,,,
secadora,Whirlpool,2417294,40882.688602020906,144618.551418421,2018,,,,,,,
tablet,Huawei,4128765,26957.20307237766,392.739107395097,2020,4005.0,,,Bluetooth,4GB,1TB,
celular,Huawei,4434493,2502.7839123459926,410.68013731105066,2000,2562.0,,,4G,32GB,128GB,IP67
nevera,GE,2776673,34558.028536415295,186260.59769805268,2013,,,,,,,
smart watch,Fitbit,5519262,9813.721562508024,93.2865630041206,2020,,,,WiFi,,,
parlante,Sony,4505496,45884.88931038917,1397.9752645176395,2008,,,,,,,
lavadora,LG,4414406,17291.524270300568,115495.22810745833,2019,,,,,,,
camara,Sony,4350977,49622.785929051875,3351.2735772992496,2015,,4K,,,,,
parlante,Sony,5381930,20500.120604926655,2337.1088123100017,2006,,,,WiFi,,,
parlante,LG,6728946,30058.362485410504,2044.4254266539072,2002,,,,NFC,,,
laptop,HP,8302991,10654.153581583905,4872.533221169752,2004,,,LCD,NFC,4GB,,
televisores,Samsung,4969969,39831.662731615135,82699.85041006416,2014,,1080p,LED,,,,
audifonos,Bose,1701572,13264.473903152319,53.092862553717275,2010,,,,4G,,,
teclado,Microsoft,6656390,43358.57461176891,1195.9218316416545,2007,,,,,,,
monitor,LG,8277039,32006.738156292897,14890.49040315596,2010,,4K,OLED,,,,
celular,Xiaomi,6382743,24361.29450447444,354.0068724801591,2021,8311.0,,,4G,32GB,512GB,IP68
lavadora,LG,4125975,38831.18301456764,114114.15096737837,2009,,,,,,,
celular,Samsung,7165701,33497.68987488102,226.38498552664737,2015,2216.0,,,5G,16GB,,IP67
secadora,Samsung,6844121,25795.07191390347,124512.7053969036,2000,,,,,,,
televisores,LG,5882872,14223.897493716211,93418.05492773419,2006,,1080p,LCD,,,,
cargador,Belkin,6109864,12055.749371016478,139.89962171150893,2014,,,,,,,
smart watch,Apple,597243,39259.290167215055,164.1193072081648,2007,8431.0,,,NFC,,,
camara,Sony,9425393,23231.889768990382,3823.9935263992165,2001,,,,,,,
cpu,Intel,7461507,12618.860005482911,12248.995470638727,2014,,,,,,,
celular,Huawei,9560251,25518.35764703589,431.64408444189877,2018,,,,4G,8GB,128GB,None
parlante,Bose,3998462,37827.579158996414,1829.556753460904,2014,,,,NFC,,,
audifonos,Bose,8432088,48469.927313605345,466.10355557587224,2008,,,,WiFi,,,
smart watch,Samsung,7461309,49400.20940570209,135.99802486304975,2012,8901.0,,LCD,NFC,,,
teclado,Corsair,3784470,28745.16517711751,2310.9327804415525,2004,,,,,,,
cpu,IBM,8203304,47179.6465449776,19906.437936461152,2001,,,,,,,
nevera,Whirlpool,2196293,12346.172730633645,231477.90883607566,2015,,,,,,,
parlante,JBL,3175050,38942.98866158731,4844.254821490833,2021,,,,4G,,,
celular,Xiaomi,5310258,35561.40062742559,275.41452411632304,2022,,,,Bluetooth,32GB,,
audifonos,Sony,9426006,22443.154810198634,143.10958580564565,2003,,,,4G,,,
mouse,Logitech,7980595,24655.053665827952,130.31752100846262,2017,,,,,,,
teclado,Logitech,5482738,5730.385827112047,2901.7700942064084,2007,,,,,,,
teclado,Logitech,2662320,7380.442038753549,1453.1014018529963,2009,,,,,,,
monitor,HP,9647559,5887.096682249713,17908.092960657603,2006,,4K,OLED,,,,
parlante,Bose,3887721,23540.648132100512,2332.8547271735074,2008,,,,4G,,,
smart watch,Fitbit,4979260,676.2375225351326,53.70951653343145,2019,6202.0,,OLED,WiFi,,,IP67
monitor,LG,6387918,5402.502254788143,18305.331545750523,2013,,,,,,,
celular,Apple,1168101,30550.3068189504,203.23654605775943,2005,,,,Bluetooth,8GB,128GB,IP68
cpu,IBM,7843113,49337.08840168741,15443.708366105793,2000,,,,,,,
secadora,Bosch,4526414,49111.332754586685,120114.33563427709,2018,,,,,,,
mouse,Logitech,356514,32603.38487447071,356.66945729333213,2001,,,,,,,
nevera,LG,3018220,33476.20823972872,254287.18466661446,2022,,,,,,,
audifonos,Sennheiser,5541852,48111.8143216351,249.18444680045903,2000,,,,,,,
tablet,Huawei,6700733,32528.2999374242,687.1582720002602,2003,2426.0,,LED,4G,16GB,1TB,
monitor,LG,4325540,36428.76815744644,5089.131225994633,2004,,8K,LCD,,,,
parlante,Bose,9693355,2779.538379466048,3099.5940682523983,2009,,,,Bluetooth,,,
smart watch,Fitbit,8195027,8235.05319289739,190.07256140580836,2013,,,LCD,,,,None
smart watch,Apple,7869201,24802.52619743343,97.45404191728073,2023,7820.0,,LED,Bluetooth,,,
teclado,Microsoft,2609527,43274.71655462303,2004.5764119153446,2008,,,,,,,
televisores,Samsung,7048383,49641.03443467785,171585.90790065308,2015,,1080p,OLED,,,,
audifonos,Bose,3980145,49458.63240773901,353.50617389498996,2006,,,,,,,
cpu,AMD,5007079,21102.2940548248,7173.24059818378,2010,,,,,,,
camara,Panasonic,1435523,20433.19625827082,1595.2976066029903,2001,,4K,,,,,
teclado,Microsoft,2544051,29817.96652222943,1603.1638214343411,2013,,,,,,,
tablet,Huawei,9760028,45014.09245968321,391.50729201908837,2009,,,LED,,32GB,64GB,
audifonos,Bose,5733459,39246.302511679176,291.58445205078334,2008,,,,Bluetooth,,,
mouse,Razer,2551194,41654.53476161801,329.16477754360943,2016,,,,,,,
lavadora,LG,6861950,38630.42068059549,110820.96722897845,2016,,,,,,,
laptop,Lenovo,2670930,23045.914425439158,7552.20529573292,2012,,,LCD,WiFi,8GB,1TB,
tablet,Amazon,4544589,36363.02652870639,261.08537289858356,2001,,,OLED,WiFi,16GB,64GB,
audifonos,Sony,5355181,18972.789308518528,191.67043973711247,2001,,,,NFC,,,
lavadora,Bosch,3097195,17473.217184468725,132160.5920262126,2021,,,,,,,
nevera,Samsung,1770776,28600.98310960417,172635.07719037242,2019,,,,,,,
lavadora,Bosch,5767843,42277.736829400186,136179.39697686842,2003,,,,,,,
tablet,Amazon,471722,48318.352067887565,229.57045828266075,2010,1789.0,,,NFC,,512GB,
laptop,Lenovo,6826180,49679.89744951942,5566.203236372471,2005,1132.0,,,,16GB,128GB,
lavadora,LG,7584002,19177.885707306665,144657.62772201825,2001,,,,,,,
audifonos,Sennheiser,9819402,13440.9278851177,214.3517106009898,2018,,,,,,,
cargador,Samsung,4560606,37492.5338469836,91.4769716303464,2023,,,,,,,
audifonos,Sennheiser,1759384,30257.502431569366,57.82258835835507,2007,,,,Bluetooth,,,
celular,Huawei,4408931,26619.692713083063,452.44881625616296,2016,5630.0,,,,16GB,256GB,None
televisores,TCL,1713672,24844.27217692001,138995.98702553258,2005,,8K,OLED,,,,
televisores,LG,817522,24622.74465679758,189177.3689960775,2008,,4K,LED,,,,
celular,Huawei,5388327,25502.56912693595,402.0783382327744,2011,,,,4G,8GB,1TB,None
nevera,Samsung,7115499,22995.15850786576,267077.37182151084,2017,,,,,,,
cpu,AMD,6311715,9115.641088053511,18388.45776778702,2011,,,,,,,
cpu,Qualcomm,422901,23249.450800747483,13581.371971217597,2005,,,,,,,
smart watch,Samsung,7688913,36178.06426631354,165.62228279817992,2022,,,OLED,4G,,,IP67
mouse,HP,3190448,1932.079813130292,305.9628972483996,2023,,,,,,,
mouse,Razer,5830482,27335.358719164993,300.8349168112006,2005,,,,,,,
secadora,Whirlpool,9330843,14447.641130256798,130976.65958446266,2000,,,,,,,
parlante,LG,1949948,44523.73838352569,3559.3767942147997,2000,,,,NFC,,,
parlante,LG,8745507,44129.04299219769,2253.8300853894616,2007,,,,4G,,,
tablet,Samsung,4015308,40037.970511377796,496.58936899638684,2008,,,LCD,,4GB,128GB,
lavadora,LG,7562632,20490.940965409598,116146.95879435746,2006,,,,,,,
tablet,Amazon,5104453,26770.63767497882,241.46661905594823,2000,,,LCD,Bluetooth,8GB,1TB,
cpu,Intel,1626408,10111.849865187867,11005.29399267511,2013,,,,,,,
camara,Panasonic,1019829,15122.783026241683,4838.2178018917375,2004,,1080p,,,,,
lavadora,Samsung,955967,5566.985838076682,146150.12612241696,2013,,,,,,,
smart watch,Garmin,3945099,18872.741736868295,186.08059104117055,2013,,,,WiFi,,,IP67
cargador,Anker,427130,46453.5219392757,80.15349971064661,2004,,,,,,,
televisores,Sony,9771226,27309.76048760656,52785.83849978955,2008,,,LCD,,,,
parlante,Sony,2642104,6336.41106627511,2502.511262629044,2021,,,,WiFi,,,
tablet,Huawei,6476652,47910.29845997313,486.35445955585044,2008,,,LED,WiFi,,256GB,
teclado,Razer,3825283,31280.917189460717,1877.0273927629914,2012,,,,,,,
secadora,Whirlpool,6998141,26492.26029529924,107243.77106012387,2011,,,,,,,
smart watch,Garmin,207474,33797.50334150398,56.064908004544876,2016,4404.0,,LCD,WiFi,,,
parlante,Bose,2902320,2529.013993276885,3817.3656581341393,2005,,,,NFC,,,
monitor,Samsung,9905419,25829.212804025145,13848.053071761116,2015,,,LED,,,,
nevera,Samsung,5362645,48441.51208143454,166500.38273276953,2003,,,,,,,
cargador,Anker,2398509,48547.414623457225,82.64557381897738,2017,,,,,,,
tablet,Huawei,9865962,33847.6449567554,325.89692952362157,2008,,,LCD,5G,,256GB,
audifonos,Sennheiser,5383291,13676.978800663228,100.9139137816572,2004,,,,Bluetooth,,,
camara,Nikon,5203507,36491.76636616169,563.2634172076456,2022,,4K,,,,,
laptop,Dell,1755921,12506.142464577082,7116.636209505446,2012,5289.0,,LED,5G,16GB,256GB,
cargador,Apple,7633239,26179.639863425666,103.16211931816092,2004,,,,,,,
lavadora,Whirlpool,7160176,9493.866064376069,123456.0067039119,2021,,,,,,,
lavadora,Samsung,8369600,48541.702120065405,146803.76890395474,2011,,,,,,,
laptop,Apple,9878420,33343.885450496826,5657.408589845167,2020,2706.0,,LCD,5G,16GB,128GB,
monitor,LG,7060861,27583.565998267783,7980.424083518339,2018,,4K,LCD,,,,
monitor,LG,143110,33686.93784159599,14644.681462738426,2008,,1080p,LED,,,,
nevera,Samsung,9767963,41575.92023171326,263657.3062118824,2012,,,,,,,
lavadora,LG,8611128,44016.808244860535,136349.9349223967,2009,,,,,,,
camara,Nikon,760022,37177.9242848568,3756.308511849818,2007,,8K,,,,,
cpu,AMD,2635401,37627.36124577825,10436.176691403834,2013,,,,,,,
cpu,IBM,1290594,18274.208834725418,14436.931566208792,2016,,,,,,,
cargador,Apple,4548963,763.0889872877942,137.85379264295204,2012,,,,,,,
laptop,HP,2002214,39384.35499656779,7318.112338035862,2004,3648.0,,OLED,5G,4GB,64GB,
nevera,GE,9816730,27388.961694944566,245637.82259504512,2003,,,,,,,
teclado,Razer,9140384,36281.81909175705,1348.9725502145416,2023,,,,,,,
cargador,Belkin,7146265,28980.949236842873,152.24150327936925,2006,,,,,,,
mouse,Razer,3371434,25120.209803226928,355.1038499711791,2018,,,,,,,
cargador,Belkin,6676901,7797.330396373101,96.42504214587993,2021,,,,,,,
mouse,Logitech,4112201,47389.70426393443,267.1698517066958,2020,,,,,,,
televisores,TCL,1203773,5770.913141305875,51799.7100651106,2023,,8K,,,,,
audifonos,Sennheiser,2496975,28909.591307053543,358.2545521364689,2020,,,,5G,,,
camara,Nikon,1432390,36438.21149461574,4908.953074957867,2014,,1080p,,,,,
cargador,Samsung,7492550,27549.484626581354,57.5045588654941,2003,,,,,,,
camara,Nikon,305177,20782.762608381814,1781.8946715560842,2004,,8K,,,,,
mouse,HP,1580121,43685.9796814265,140.01177531877582,2001,,,,,,,
celular,Apple,6929780,21524.290363619682,343.2640266526064,2004,5041.0,,,,8GB,,None
teclado,Corsair,6445858,18661.660717748942,2154.7086720991356,2015,,,,,,,
nevera,Whirlpool,6568348,38920.265303348286,219532.7424230149,2016,,,,,,,
teclado,Microsoft,1336011,30268.122050734346,1765.2998902764618,2018,,,,,,,
nevera,LG,1857138,24136.887126276983,166570.31339729187,2000,,,,,,,
mouse,HP,2897970,8463.916278205705,192.5206022288699,2003,,,,,,,
